,nivel_experiencia,tipo_emprego,titulo_trabalho,salario_em_dolar,residencia_empregado,percentual_remoto,local_empresa,tamanho_empresa
2031,MI,FT,Data Analyst,65000,US,100,US,M
2032,MI,FT,Data Analyst,16904,IN,50,IN,L
2033,EN,FT,AI Scientist,200000,CA,50,CA,L
2034,EN,FT,Machine Learning Engineer,12000,AR,100,AR,L
2035,SE,FT,Data Engineer,220000,US,100,US,M
2036,SE,FT,Data Engineer,146000,US,100,US,M
2037,SE,FT,Data Engineer,68293,ES,0,ES,M
2038,SE,FT,Data Engineer,36773,ES,0,ES,M
2039,SE,FT,Data Specialist,110000,US,0,US,M
2040,SE,FT,Data Specialist,70000,US,0,US,M
2041,EN,FT,Data Analyst,50000,US,50,US,L
2042,SE,FT,Data Engineer,120000,US,0,US,M
2043,SE,FT,Data Engineer,95000,US,0,US,M
2044,MI,FT,Data Analyst,150000,US,0,US,M
2045,MI,FT,Data Analyst,100000,US,0,US,M
2046,SE,FT,Data Scientist,47280,ES,0,ES,M
2047,SE,FT,Data Scientist,37824,ES,0,ES,M
2048,SE,FT,Data Architect,190000,US,100,US,M
2049,SE,FT,Data Architect,135000,US,100,US,M
2050,SE,FT,Data Scientist,128000,US,0,US,M
2051,SE,FT,Data Scientist,81500,US,0,US,M
2052,SE,FT,Data Scientist,173000,US,100,US,M
2053,SE,FT,Data Scientist,110000,US,100,US,M
2054,SE,FT,Machine Learning Engineer,192000,US,0,US,M
2055,SE,FT,Machine Learning Engineer,120000,US,0,US,M
2056,SE,FT,Data Analyst,115934,US,100,US,M
2057,SE,FT,Data Analyst,81666,US,100,US,M
2058,SE,FT,Data Analyst,120000,US,0,US,M
2059,SE,FT,Data Analyst,95000,US,0,US,M
2060,SE,FT,Principal Machine Learning Engineer,190000,US,100,US,L
2061,SE,FT,Data Engineer,194000,US,100,US,M
2062,SE,FT,Data Engineer,129400,US,100,US,M
2063,SE,FT,Data Analyst,201000,US,100,US,M
2064,SE,FT,Data Analyst,89200,US,100,US,M
2065,SE,FT,Data Scientist,165000,US,0,US,M
2066,SE,FT,Data Scientist,125000,US,0,US,M
2067,SE,FT,Applied Scientist,230000,US,100,US,M
2068,SE,FT,Applied Scientist,196000,US,100,US,M
2069,MI,FT,Machine Learning Engineer,130000,US,0,US,M
2070,MI,FT,Machine Learning Engineer,90000,US,0,US,M
2071,MI,FT,Machine Learning Researcher,150000,US,100,US,M
2072,MI,FT,Machine Learning Researcher,100000,US,100,US,M
2073,MI,FT,Machine Learning Engineer,230000,US,0,US,M
2074,MI,FT,Machine Learning Engineer,150000,US,0,US,M
2075,SE,FT,Data Engineer,153600,US,0,US,M
2076,SE,FT,Data Engineer,106800,US,0,US,M
2077,MI,FT,Machine Learning Researcher,130000,US,100,US,M
2078,MI,FT,Machine Learning Researcher,100000,US,100,US,M
2079,SE,FT,Data Engineer,216000,US,100,US,M
2080,SE,FT,Data Engineer,144000,US,100,US,M
2081,MI,FT,Data Scientist,180000,US,0,US,M
2082,MI,FT,Data Scientist,120000,US,0,US,M
2083,EN,FT,Data Engineer,160000,US,0,US,M
2084,EN,FT,Data Engineer,135000,US,0,US,M
2085,SE,FT,Data Analyst,192500,US,100,US,M
2086,SE,FT,Data Analyst,140000,US,100,US,M
2087,SE,FT,Data Engineer,152500,US,0,US,M
2088,SE,FT,Data Engineer,130000,US,0,US,M
2089,SE,FT,Data Analyst,65000,US,100,US,M
2090,SE,FT,Data Analyst,55000,US,100,US,M
2091,SE,FT,Data Engineer,178750,US,0,US,M
2092,SE,FT,Data Engineer,160000,US,0,US,M
2093,MI,FT,Data Scientist,63040,FR,100,FR,M
2094,MI,FT,Data Scientist,52533,FR,100,FR,M
2095,MI,FT,Machine Learning Scientist,165000,US,0,US,M
2096,MI,FT,Machine Learning Scientist,135000,US,0,US,M
2097,SE,FT,Analytics Engineer,170000,US,100,US,M
2098,SE,FT,Analytics Engineer,125000,US,100,US,M
2099,SE,FT,Data Engineer,105000,US,0,US,M
2100,SE,FT,Data Engineer,70000,US,0,US,M
2101,SE,FT,Data Scientist,130000,US,0,US,M
2102,SE,FT,Data Scientist,95000,US,0,US,M
2103,SE,FT,Data Scientist,203500,US,0,US,M
2104,SE,FT,Data Scientist,152000,US,0,US,M
2105,SE,FT,Data Engineer,197430,US,100,US,M
2106,SE,FT,Data Engineer,134760,US,100,US,M
2107,MI,FT,Data Scientist,120000,US,100,US,M
2108,SE,FT,Data Engineer,197000,US,0,US,M
2109,SE,FT,Data Engineer,99000,US,0,US,M
2110,SE,FT,Data Engineer,220000,US,100,US,M
2111,SE,FT,Data Engineer,162000,US,100,US,M
2112,MI,FT,Data Engineer,110446,LT,0,LT,M
2113,MI,FT,Data Engineer,79178,LT,0,LT,M
2114,MI,FT,Data Science Consultant,70186,GB,0,GB,M
2115,MI,FT,Data Science Consultant,51716,GB,0,GB,M
2116,SE,FT,Data Architect,149040,US,100,US,M
2117,SE,FT,Data Architect,113900,US,100,US,M
2118,MI,FT,Business Data Analyst,95000,US,0,US,M
2119,SE,FT,Data Analyst,115000,US,100,US,S
2120,SE,FT,Data Analyst,171000,US,100,AU,L
2121,EN,FT,Data Analytics Engineer,13000,AR,100,AR,S
2122,SE,FT,Data Engineer,100000,US,0,US,M
2123,SE,FT,Data Engineer,78000,US,0,US,M
2124,SE,FT,Data Engineer,120000,US,0,US,M
2125,SE,FT,Data Engineer,95000,US,0,US,M
2126,SE,FT,Data Specialist,110000,US,0,US,M
2127,SE,FT,Data Specialist,70000,US,0,US,M
2129,SE,FT,Data Scientist,185900,US,0,US,M
2130,SE,FT,Data Scientist,129300,US,0,US,M
2131,MI,FT,Data Analyst,150000,US,0,US,M
2132,MI,FT,Data Analyst,100000,US,0,US,M
2133,SE,FT,Data Engineer,230000,US,100,US,M
2134,SE,FT,Data Engineer,154600,US,100,US,M
2135,SE,FT,Machine Learning Engineer,204500,US,0,US,M
2136,SE,FT,Machine Learning Engineer,142200,US,0,US,M
2137,MI,FT,Data Engineer,160000,US,100,US,M
2138,MI,FT,Data Engineer,75000,US,100,US,M
2139,SE,FT,Data Scientist,47280,ES,0,ES,M
2140,SE,FT,Data Scientist,37824,ES,0,ES,M
2141,SE,FT,Data Engineer,213000,US,0,US,M
2142,SE,FT,Data Engineer,152000,US,0,US,M
2143,SE,FT,Data Scientist,140000,US,100,US,M
2144,SE,FT,Data Scientist,120000,US,100,US,M
2145,SE,FT,Data Scientist,110000,US,0,US,M
2146,SE,FT,Data Scientist,70000,US,0,US,M
2147,SE,FT,Machine Learning Software Engineer,227200,CA,100,CA,M
2148,SE,FT,Machine Learning Software Engineer,168000,CA,100,CA,M
2149,EN,FT,3D Computer Vision Researcher,20000,AS,0,AS,M
2150,MI,FT,Data Scientist,64090,DE,0,DE,M
2151,MI,FT,Data Scientist,60938,DE,0,DE,M
2152,SE,FT,ML Engineer,243000,US,100,US,M
2153,SE,FT,ML Engineer,183000,US,100,US,M
2154,SE,FT,Data Engineer,175000,US,0,US,M
2155,SE,FT,Data Engineer,150000,US,0,US,M
2156,MI,FT,Data Scientist,130000,US,100,US,M
2157,MI,FT,Data Scientist,90000,US,100,US,M
2158,MI,FT,Data Analyst,165000,US,0,US,M
2159,MI,FT,Data Analyst,124000,US,0,US,M
2160,SE,FT,Data Engineer,178000,CA,0,CA,M
2161,SE,FT,Data Engineer,132000,CA,0,CA,M
2162,SE,FT,Data Engineer,300000,US,0,US,M
2163,SE,FT,Data Engineer,130000,US,0,US,M
2164,SE,FT,Data Analyst,169000,US,0,US,M
2165,SE,FT,Data Analyst,110600,US,0,US,M
2166,SE,FT,Data Analyst,116000,US,100,US,M
2167,SE,FT,Data Analyst,96000,US,100,US,M
2168,SE,FT,Data Analyst,92350,GB,0,GB,M
2169,SE,FT,Data Analyst,70186,GB,0,GB,M
2170,SE,FT,Data Analyst,105000,US,0,US,M
2171,SE,FT,Data Analyst,70000,US,0,US,M
2172,MI,FT,Machine Learning Researcher,105236,CA,50,CA,L
2173,SE,FT,Data Engineer,194000,US,100,US,M
2174,SE,FT,Data Engineer,129400,US,100,US,M
2175,SE,FT,Data Architect,190000,US,100,US,M
2176,SE,FT,Data Architect,135000,US,100,US,M
2177,SE,FT,Data Analyst,100000,US,0,US,M
2178,SE,FT,Data Analyst,70000,US,0,US,M
2179,EN,FT,Machine Learning Engineer,189750,US,0,US,M
2180,EN,FT,Machine Learning Engineer,140250,US,0,US,M
2181,SE,FT,Data Analyst,130000,US,0,US,M
2182,SE,FT,Data Analyst,100000,US,0,US,M
2183,MI,FT,Data Analyst,160000,US,0,US,M
2184,MI,FT,Data Analyst,109000,US,0,US,M
2185,SE,FT,Research Engineer,250000,US,0,US,M
2186,SE,FT,Research Engineer,150000,US,0,US,M
2187,MI,FT,Data Analyst,206000,US,0,US,M
2188,MI,FT,Data Analyst,160000,US,0,US,M
2189,SE,FT,Data Engineer,135000,US,0,US,M
2190,SE,FT,Data Engineer,120000,US,0,US,M
2191,SE,FT,Machine Learning Engineer,115573,FR,100,FR,M
2192,SE,FT,Machine Learning Engineer,73546,FR,100,FR,M
2193,EN,FT,Data Engineer,160000,US,0,US,M
2194,EN,FT,Data Engineer,135000,US,0,US,M
2195,MI,FT,Data Analyst,150000,US,0,US,M
2196,MI,FT,Data Analyst,100000,US,0,US,M
2197,MI,FT,Data Engineer,120000,US,0,US,M
2198,MI,FT,Data Engineer,95000,US,0,US,M
2199,SE,FT,Data Engineer,68293,ES,0,ES,M
2200,SE,FT,Data Engineer,42026,ES,0,ES,M
2201,SE,FT,Data Engineer,191200,US,0,US,M
2202,SE,FT,Data Engineer,130000,US,0,US,M
2203,SE,FT,Data Engineer,191200,US,0,US,M
2204,SE,FT,Data Engineer,130000,US,0,US,M
2205,EN,FT,Machine Learning Research Engineer,66192,DE,50,DE,L
2206,EN,FT,3D Computer Vision Researcher,50000,US,100,CR,S
2207,SE,FT,Data Engineer,230000,US,0,US,L
2208,SE,FT,Data Engineer,154600,US,0,US,L
2209,SE,FT,Data Engineer,120000,US,0,US,M
2210,SE,FT,Data Engineer,95000,US,0,US,M
2211,SE,FT,Data Scientist,140000,US,0,US,M
2212,SE,FT,Data Scientist,120000,US,0,US,M
2213,SE,FT,Data Analyst,169000,US,0,US,M
2214,SE,FT,Data Analyst,110600,US,0,US,M
2215,MI,FT,Data Analyst,80000,US,100,US,L
2216,SE,FT,Data Engineer,185900,US,0,US,M
2217,SE,FT,Data Engineer,129300,US,0,US,M
2218,SE,FT,Analytics Engineer,135000,US,0,US,M
2219,SE,FT,Analytics Engineer,110000,US,0,US,M
2220,MI,FT,Data Analytics Manager,155000,US,0,US,M
2221,MI,FT,Data Analytics Manager,140000,US,0,US,M
2222,SE,FT,Data Engineer,205000,US,100,US,M
2223,SE,FT,Data Engineer,150000,US,100,US,M
2224,SE,FT,Data Engineer,179500,US,0,US,M
2225,SE,FT,Data Engineer,134000,US,0,US,M
2226,MI,FT,Data Scientist,180000,US,0,US,M
2227,MI,FT,Data Scientist,120000,US,0,US,M
2228,SE,FT,Data Scientist,185900,US,0,US,M
2229,SE,FT,Data Scientist,129300,US,0,US,M
2230,SE,FT,Data Scientist,175000,US,100,US,M
2231,SE,FT,Data Scientist,145000,US,100,US,M
2232,SE,FT,Data Architect,235000,US,100,US,M
2233,SE,FT,Data Architect,175000,US,100,US,M
2234,EN,FT,Data Science Consultant,27317,ES,50,ES,L
2235,MI,FT,Data Engineer,160000,US,100,US,M
2236,MI,FT,Data Engineer,90000,US,100,US,M
2237,SE,FT,Data Engineer,68293,ES,0,ES,M
2238,SE,FT,Data Engineer,36773,ES,0,ES,M
2239,SE,FT,Data Engineer,145000,US,0,US,M
2240,SE,FT,Data Engineer,115000,US,0,US,M
2241,MI,FT,Data Specialist,165000,US,0,US,M
2242,MI,FT,Data Specialist,135000,US,0,US,M
2243,SE,FT,Data Engineer,168400,US,0,US,M
2244,SE,FT,Data Engineer,105200,US,0,US,M
2245,MI,FT,Deep Learning Engineer,86193,GB,100,GB,M
2246,MI,FT,Deep Learning Engineer,49253,GB,100,GB,M
2247,SE,FT,Data Engineer,200000,US,0,US,M
2248,SE,FT,Data Engineer,160000,US,0,US,M
2249,SE,FT,Data Scientist,47280,ES,0,ES,M
2250,SE,FT,Data Scientist,37824,ES,0,ES,M
2251,SE,FT,Data Scientist,198800,US,0,US,M
2252,SE,FT,Data Scientist,122600,US,0,US,M
2254,MI,FT,BI Data Analyst,105066,FR,50,FR,M
2255,SE,FT,Data Analyst,130000,US,0,US,M
2256,SE,FT,Data Analyst,100000,US,0,US,M
2257,MI,FT,Analytics Engineer,104663,GB,0,GB,M
2258,MI,FT,Analytics Engineer,73880,GB,0,GB,M
2259,SE,FT,Data Engineer,125000,US,100,US,M
2260,SE,FT,Data Engineer,110000,US,100,US,M
2261,MI,FT,Data Analyst,165000,US,0,US,M
2262,MI,FT,Data Analyst,124000,US,0,US,M
2263,SE,FT,Data Scientist,148000,US,100,US,M
2264,SE,FT,Data Scientist,107000,US,100,US,M
2265,MI,FT,Data Analyst,150000,US,0,US,M
2266,MI,FT,Data Analyst,100000,US,0,US,M
2267,EN,FT,Data Engineer,160000,US,0,US,M
2268,EN,FT,Data Engineer,135000,US,0,US,M
2269,MI,FT,Data Engineer,120000,US,0,US,M
2270,MI,FT,Data Engineer,95000,US,0,US,M
2271,SE,FT,Data Engineer,153600,US,0,US,M
2272,SE,FT,Data Engineer,106800,US,0,US,M
2273,MI,FT,Data Analyst,100000,CA,0,CA,M
2274,MI,FT,Data Analyst,65000,CA,0,CA,M
2275,MI,FT,Data Engineer,120000,US,0,US,M
2276,MI,FT,Data Engineer,95000,US,0,US,M
2277,SE,FT,Data Engineer,63040,PT,0,PT,M
2278,SE,FT,Data Engineer,36773,PT,0,PT,M
2279,EX,FT,Data Engineer,310000,US,100,US,M
2280,EX,FT,Data Engineer,239000,US,100,US,M
2281,SE,FT,Data Science Manager,299500,US,0,US,M
2282,SE,FT,Data Science Manager,245100,US,0,US,M
2283,SE,FT,Data Scientist,168000,US,100,US,M
2284,SE,FT,Data Scientist,130000,US,100,US,M
2285,SE,FT,Data Scientist,136000,US,100,US,M
2286,SE,FT,Data Scientist,104000,US,100,US,M
2287,MI,FT,Data Engineer,161000,US,100,US,M
2288,MI,FT,Data Engineer,118000,US,100,US,M
2289,SE,FT,Applied Scientist,205000,US,100,US,M
2290,SE,FT,Applied Scientist,184000,US,100,US,M
2291,SE,FT,Data Scientist,185900,US,0,US,M
2292,SE,FT,Data Scientist,129300,US,0,US,M
2293,SE,FT,Data Science Manager,247500,US,0,US,M
2294,SE,FT,Data Science Manager,172200,US,0,US,M
2295,SE,FT,Data Management Specialist,68293,IT,0,IT,L
2296,SE,FT,Data Analyst,177000,US,0,US,M
2297,SE,FT,Data Analyst,131000,US,0,US,M
2298,SE,FT,Applied Scientist,205000,US,100,US,M
2299,SE,FT,Applied Scientist,184000,US,100,US,M
2300,SE,FT,Data Engineer,146000,US,0,US,M
2301,SE,FT,Data Engineer,102000,US,0,US,M
2302,SE,FT,Data Analyst,169000,US,0,US,M
2303,SE,FT,Data Analyst,110600,US,0,US,M
2304,SE,FT,Applied Scientist,230000,US,100,US,M
2305,SE,FT,Applied Scientist,196000,US,100,US,M
2306,SE,FT,Data Engineer,135000,US,0,US,M
2307,SE,FT,Data Engineer,100000,US,0,US,M
2308,MI,FT,Data Engineer,80000,US,0,US,M
2309,MI,FT,Data Engineer,65000,US,0,US,M
2310,SE,FT,Data Engineer,135000,US,0,US,M
2311,SE,FT,Data Engineer,100000,US,0,US,M
2312,SE,FT,Data Engineer,61566,GB,100,GB,M
2313,SE,FT,Data Engineer,43096,GB,100,GB,M
2314,MI,FT,Data Engineer,175000,US,100,US,M
2315,MI,FT,Data Engineer,135000,US,100,US,M
2316,EN,FT,Data Scientist,80000,US,0,US,M
2317,SE,FT,Data Engineer,231250,US,100,US,M
2318,SE,FT,Data Engineer,138750,US,100,US,M
2319,SE,FT,Analytics Engineer,193750,US,100,US,M
2320,SE,FT,Analytics Engineer,116250,US,100,US,M
2321,SE,FT,Data Engineer,231250,US,100,US,M
2322,SE,FT,Data Engineer,138750,US,100,US,M
2323,SE,FT,Analytics Engineer,231250,US,100,US,M
2324,SE,FT,Analytics Engineer,138750,US,100,US,M
2325,SE,FT,Analytics Engineer,231250,US,100,US,M
2326,SE,FT,Analytics Engineer,138750,US,100,US,M
2327,SE,FT,Data Engineer,193750,US,100,US,M
2328,SE,FT,Data Engineer,116250,US,100,US,M
2329,SE,FT,Data Scientist,208000,US,100,US,M
2330,SE,FT,Data Scientist,127000,US,100,US,M
2331,SE,FT,Research Scientist,300000,US,100,US,M
2332,SE,FT,Research Scientist,196000,US,100,US,M
2333,SE,FT,Machine Learning Engineer,204500,US,0,US,M
2334,SE,FT,Machine Learning Engineer,142200,US,0,US,M
2336,SE,FT,Data Engineer,185900,US,0,US,M
2337,SE,FT,Data Engineer,129300,US,0,US,M
2338,SE,FT,Data Scientist,47280,ES,0,ES,M
2339,SE,FT,Data Scientist,37824,ES,0,ES,M
2340,SE,FT,Machine Learning Engineer,204500,US,0,US,M
2341,SE,FT,Machine Learning Engineer,142200,US,0,US,M
2342,SE,FT,Data Scientist,205000,US,100,US,M
2343,SE,FT,Data Scientist,185000,US,100,US,M
2344,SE,FT,Data Scientist,185900,US,0,US,M
2345,SE,FT,Data Scientist,129300,US,0,US,M
2346,SE,FT,Machine Learning Engineer,247500,US,0,US,M
2347,SE,FT,Machine Learning Engineer,172200,US,0,US,M
2348,EN,FT,Data Engineer,160000,US,0,US,M
2349,EN,FT,Data Engineer,135000,US,0,US,M
2350,MI,FT,Data Analyst,150000,US,0,US,M
2351,MI,FT,Data Analyst,100000,US,0,US,M
2352,SE,FT,Data Analyst,110000,US,0,US,M
2353,SE,FT,Data Analyst,95000,US,0,US,M
2354,SE,FT,Data Scientist,185900,US,0,US,M
2355,SE,FT,Data Scientist,129300,US,0,US,M
2356,SE,FT,Applied Scientist,205000,US,100,US,M
2357,SE,FT,Applied Scientist,184000,US,100,US,M
2358,EN,FT,Data Scientist,17684,HU,100,HU,M
2359,SE,FT,Data Science Tech Lead,375000,US,50,US,L
2360,SE,FT,Data Engineer,191200,US,0,US,M
2361,SE,FT,Data Engineer,130000,US,0,US,M
2362,SE,FT,Data Scientist,225000,US,0,US,M
2363,SE,FT,Data Scientist,156400,US,0,US,M
2364,SE,FT,Data Analyst,169000,US,0,US,M
2365,SE,FT,Data Analyst,110600,US,0,US,M
2366,SE,FT,Machine Learning Engineer,204500,US,0,US,M
2367,SE,FT,Machine Learning Engineer,142200,US,0,US,M
2368,MI,FT,Machine Learning Engineer,104663,GB,0,GB,M
2369,MI,FT,Machine Learning Engineer,80036,GB,0,GB,M
2370,SE,FT,Data Scientist,185900,US,0,US,M
2371,SE,FT,Data Scientist,129300,US,0,US,M
2372,SE,FT,Data Scientist,140700,US,0,US,M
2373,SE,FT,Data Scientist,93800,US,0,US,M
2374,SE,FT,Data Scientist,350000,US,100,US,M
2375,SE,FT,Data Scientist,135000,US,100,US,M
2376,SE,FT,Data Analyst,115934,US,100,US,M
2377,SE,FT,Data Analyst,81666,US,100,US,M
2378,EN,PT,BI Analyst,12000,MX,100,US,L
2379,MI,FT,Machine Learning Engineer,104697,CH,100,CH,L
2380,EN,FT,Machine Learning Developer,33000,IT,100,DE,S
2381,EN,FT,Machine Learning Scientist,34672,IT,100,DE,S
2382,SE,FT,Machine Learning Engineer,201000,US,0,US,M
2383,SE,FT,Machine Learning Engineer,119000,US,0,US,M
2384,SE,FT,Data Engineer,175000,US,100,US,M
2385,SE,FT,Data Engineer,150000,US,100,US,M
2386,SE,FT,Data Analyst,154560,US,0,US,M
2387,SE,FT,Data Analyst,123648,US,0,US,M
2388,SE,FT,Data Analyst,130000,US,0,US,M
2389,SE,FT,Data Analyst,100000,US,0,US,M
2390,MI,FT,Data Engineer,170000,US,0,US,M
2391,MI,FT,Data Engineer,145000,US,0,US,M
2392,SE,FT,Data Engineer,135000,US,100,US,M
2393,SE,FT,Data Engineer,100000,US,100,US,M
2394,SE,FT,Data Scientist,247500,US,0,US,M
2395,SE,FT,Data Scientist,172200,US,0,US,M
2396,SE,FT,Data Scientist,177500,US,100,US,M
2397,SE,FT,Data Scientist,134000,US,100,US,M
2398,SE,FT,Data Scientist,185900,US,0,US,M
2399,SE,FT,Data Scientist,129300,US,0,US,M
2400,SE,FT,Data Architect,192564,US,100,US,M
2401,SE,FT,Data Architect,144854,US,100,US,M
2402,SE,FT,Data Analyst,130000,US,0,US,M
2403,SE,FT,Data Analyst,105000,US,0,US,M
2404,SE,FT,Data Engineer,179305,US,100,US,M
2405,SE,FT,Data Engineer,142127,US,100,US,M
2406,SE,FT,Data Engineer,315000,US,100,US,M
2407,SE,FT,Data Engineer,225000,US,100,US,M
2408,SE,FT,Data Scientist,243900,US,100,US,M
2409,SE,FT,Data Scientist,156600,US,100,US,M
2410,MI,FT,Data Analyst,206000,US,0,US,M
2411,MI,FT,Data Analyst,160000,US,0,US,M
2412,MI,FT,Data Analyst,109000,US,0,US,M
2413,MI,FT,Data Analyst,79000,US,0,US,M
2414,MI,FT,Data Analyst,160000,US,0,US,M
2415,MI,FT,Data Analyst,109000,US,0,US,M
2416,MI,FT,Data Scientist Lead,89306,AT,50,AT,L
2417,SE,FT,Data Engineer,182500,US,100,US,M
2418,SE,FT,Data Engineer,128500,US,100,US,M
2419,MI,FT,Data Engineer,160000,US,100,US,M
2420,MI,FT,Data Engineer,90000,US,100,US,M
2421,EN,FT,Data Manager,77300,US,100,US,M
2422,EN,FT,Data Manager,45600,US,100,US,M
2423,SE,FT,Data Analyst,127000,US,100,US,M
2424,SE,FT,Data Analyst,110000,US,100,US,M
2425,SE,FT,Data Architect,210000,US,100,US,M
2426,SE,FT,Data Architect,136000,US,100,US,M
2427,SE,FT,Cloud Data Engineer,12608,SK,100,SK,S
2428,SE,FT,Data Engineer,170000,US,100,US,M
2429,SE,FT,Data Engineer,140000,US,100,US,M
2430,SE,FT,Data Engineer,247500,US,0,US,M
2431,SE,FT,Data Engineer,172200,US,0,US,M
2432,SE,FT,Data Engineer,225000,US,0,US,M
2433,SE,FT,Data Engineer,184100,US,0,US,M
2434,MI,FT,Machine Learning Engineer,130000,US,0,US,M
2435,MI,FT,Machine Learning Engineer,90000,US,0,US,M
2436,MI,FT,Data Scientist,120000,US,100,US,M
2437,MI,FT,Data Scientist,100000,US,100,US,M
2438,MI,FT,Data Scientist,85000,US,100,US,M
2439,MI,FT,Data Scientist,78000,US,100,US,M
2440,SE,FT,Data Engineer,161000,US,100,US,M
2441,SE,FT,Data Engineer,110000,US,100,US,M
2442,SE,FT,Data Scientist,136000,US,100,US,M
2443,SE,FT,Data Scientist,104000,US,100,US,M
2444,SE,FT,Data Scientist,47280,ES,0,ES,M
2445,SE,FT,Data Scientist,37824,ES,0,ES,M
2446,EX,FT,Head of Data,205000,US,0,US,M
2447,EX,FT,Head of Data,160000,US,0,US,M
2448,SE,FT,Data Analyst,169000,US,0,US,M
2449,SE,FT,Data Analyst,110600,US,0,US,M
2450,EN,FT,Data Engineer,61566,GB,100,GB,M
2451,EN,FT,Data Engineer,49253,GB,100,GB,M
2452,SE,FT,Data Engineer,160000,US,0,US,M
2453,SE,FT,Data Engineer,130000,US,0,US,M
2454,SE,FT,Data Scientist,245000,US,0,US,M
2455,SE,FT,Data Scientist,180000,US,0,US,M
2456,SE,FT,Data Engineer,135000,US,0,US,M
2457,SE,FT,Data Engineer,100000,US,0,US,M
2458,SE,FT,Data Engineer,220000,US,0,US,M
2459,SE,FT,Data Engineer,150000,US,0,US,M
2460,SE,FT,Data Scientist,198440,US,0,US,L
2461,SE,FT,Data Scientist,144000,US,0,US,L
2462,SE,FT,Data Engineer,240000,US,0,US,M
2463,SE,FT,Data Engineer,170000,US,0,US,M
2464,SE,FT,Data Scientist,198440,US,0,US,M
2465,SE,FT,Data Scientist,144000,US,0,US,M
2466,MI,FT,Data Analyst,150000,US,100,US,M
2467,MI,FT,Data Analyst,100000,US,100,US,M
2468,SE,FT,Data Analyst,120000,US,0,US,M
2469,SE,FT,Data Analyst,95000,US,0,US,M
2470,MI,FT,Data Scientist,57872,GB,50,GB,M
2471,EN,FT,Data Analyst,64000,US,100,US,L
2472,EN,FT,Data Scientist,39925,FR,50,FR,L
2473,SE,FT,Machine Learning Engineer,187200,CA,100,CA,M
2474,SE,FT,Machine Learning Engineer,116100,CA,100,CA,M
2475,SE,FT,Data Analyst,150000,US,0,US,M
2476,SE,FT,Data Analyst,127000,US,0,US,M
2477,SE,FT,Data Engineer,275000,US,100,US,M
2478,SE,FT,Data Engineer,166000,US,100,US,M
2479,SE,FT,Data Scientist,159699,US,0,US,M
2480,SE,FT,Data Scientist,138938,US,0,US,M
2481,EN,FT,BI Analyst,76000,US,50,US,L
2482,SE,FT,Data Analyst,166700,US,0,US,M
2483,SE,FT,Data Analyst,119000,US,0,US,M
2484,SE,FT,Data Analyst,130000,US,0,US,M
2485,SE,FT,Data Analyst,100000,US,0,US,M
2486,SE,FT,Analytics Engineer,103432,GB,0,GB,M
2487,SE,FT,Analytics Engineer,92350,GB,0,GB,M
2488,SE,FT,Data Analyst,80000,US,0,US,M
2489,SE,FT,Data Analyst,52500,US,0,US,M
2490,SE,FT,Data Engineer,236000,US,100,US,M
2491,SE,FT,Data Engineer,182000,US,100,US,M
2492,SE,FT,Data Scientist,180000,US,100,US,M
2493,SE,FT,Data Scientist,140000,US,100,US,M
2494,SE,FT,Data Scientist,225000,US,0,US,M
2495,SE,FT,Data Scientist,156400,US,0,US,M
2496,SE,FT,Data Analyst,135000,US,100,US,M
2497,SE,FT,Data Analyst,100000,US,100,US,M
2498,SE,FT,Machine Learning Engineer,204500,US,0,US,M
2499,SE,FT,Machine Learning Engineer,142200,US,0,US,M
2500,MI,FT,Research Engineer,240000,US,100,US,M
2501,EN,PT,Data Analyst,125404,CN,50,US,S
2502,SE,FT,Data Engineer,300000,US,0,US,M
2503,SE,FT,Data Engineer,130000,US,0,US,M
2504,SE,FT,Data Engineer,195000,US,100,US,M
2505,SE,FT,Data Engineer,175000,US,100,US,M
2506,SE,FT,Data Engineer,155000,US,0,US,M
2507,SE,FT,Data Engineer,110000,US,0,US,M
2508,SE,FT,Data Operations Analyst,123000,US,0,US,M
2509,SE,FT,Data Operations Analyst,92250,US,0,US,M
2510,SE,FT,Data Engineer,170000,US,0,US,M
2511,SE,FT,Data Engineer,150000,US,0,US,M
2512,MI,FT,ML Engineer,180000,US,100,US,M
2513,MI,FT,ML Engineer,100000,US,100,US,M
2514,SE,FT,Data Engineer,97000,US,100,US,M
2515,SE,FT,Data Engineer,90000,US,100,US,M
2516,SE,FT,Data Engineer,200000,US,0,US,M
2517,SE,FT,Data Engineer,160000,US,0,US,M
2518,SE,FT,Machine Learning Engineer,210000,US,100,US,M
2519,SE,FT,Machine Learning Engineer,180000,US,100,US,M
2520,SE,FT,Data Engineer,260000,US,0,US,M
2521,SE,FT,Data Engineer,180000,US,0,US,M
2522,EX,FT,Analytics Engineer,210000,US,100,US,M
2523,EX,FT,Analytics Engineer,157000,US,100,US,M
2524,EN,FT,Data Scientist,180000,US,100,US,M
2525,EN,FT,Data Scientist,100000,US,100,US,M
2526,MI,FT,Data Analyst,80000,US,0,US,M
2527,MI,FT,Data Analyst,52500,US,0,US,M
2528,SE,FT,Data Architect,128000,US,0,US,M
2529,SE,FT,Data Architect,81500,US,0,US,M
2530,SE,FT,Data Operations Engineer,105000,US,0,US,M
2531,SE,FT,Data Operations Engineer,70000,US,0,US,M
2532,SE,FT,Data Scientist,175000,US,0,US,M
2533,SE,FT,Data Scientist,122500,US,0,US,M
